Age,BusinessTravel,DailyRate,Department,DistanceFromHome,JobLevel,HourlyRate,JobRole,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,training,JobSatisfaction,PerformanceRating,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
44,Travel_Frequently,1394,Research & Development,35,3,49,Healthcare Representative,Medical,1,F,3,5,1,2,Single,7,No,17,1,1,29,4,9,17,11,17,No
53,Travel_Rarely,672,Research & Development,39,1,79,Laboratory Technician,Other,3,F,1,0,3,4,Single,5,No,15,3,0,16,4,10,14,8,2,No
24,Travel_Frequently,917,Research & Development,17,3,135,Research Scientist,Medical,2,F,1,1,2,3,Single,2,No,18,4,2,38,4,23,6,8,14,No
33,Non-Travel,1444,Human Resources,19,5,55,Research Scientist,Other,4,F,2,3,1,4,Married,0,No,23,3,2,3,4,27,9,13,11,No
49,Travel_Rarely,588,Sales,15,1,34,Laboratory Technician,Human Resources,2,F,3,5,2,3,Married,7,No,22,4,0,40,3,7,17,10,9,No
35,Travel_Rarely,1361,Human Resources,40,4,71,Research Scientist,Other,2,F,4,3,1,3,Single,4,No,24,2,2,14,3,28,3,15,1,No
42,Travel_Frequently,207,Sales,6,4,124,Sales Executive,Medical,4,F,4,3,3,2,Married,4,No,25,2,2,1,3,27,13,6,13,Yes
22,Travel_Frequently,160,Research & Development,25,4,70,Sales Executive,Sales,2,M,2,2,2,2,Single,3,No,11,1,2,30,2,8,12,1,4,Yes
40,Travel_Frequently,1273,Research & Development,13,5,76,Sales Executive,Medical,3,M,3,1,4,4,Married,5,No,16,1,3,14,1,24,4,9,1,No
52,Non-Travel,120,Human Resources,5,1,103,Human Resources,Medical,3,F,3,0,1,2,Single,3,No,17,2,1,13,4,37,11,4,0,Yes
32,Travel_Rarely,322,Human Resources,50,1,111,Laboratory Technician,Sales,2,M,4,5,1,3,Married,4,No,24,4,1,0,4,1,14,7,6,No
50,Travel_Rarely,787,Human Resources,49,1,114,Laboratory Technician,Sales,4,F,3,0,1,1,Single,2,No,18,3,0,25,4,8,8,3,11,Yes
59,Travel_Frequently,725,Sales,23,3,58,Sales Executive,Sales,2,M,4,3,4,1,Single,4,No,16,2,2,4,2,38,2,3,4,Yes
38,Non-Travel,1379,Research & Development,1,2,110,Sales Executive,Other,1,F,2,1,2,2,Married,2,No,16,1,1,5,2,30,19,6,1,Yes
40,Travel_Frequently,530,Sales,47,2,64,Manager,Other,2,F,1,6,1,2,Single,4,No,13,2,1,26,2,29,9,8,3,Yes
39,Non-Travel,419,Sales,44,2,137,Research Scientist,Human Resources,2,M,1,4,3,3,Married,4,No,12,2,1,9,2,39,8,15,2,No
51,Travel_Frequently,788,Sales,21,1,129,Sales Representative,Human Resources,3,M,2,1,4,1,Married,1,No,16,1,0,17,2,18,11,2,16,Yes
18,Non-Travel,818,Sales,1,2,43,Sales Representative,Human Resources,3,F,4,1,2,3,Married,8,No,13,2,1,2,3,12,17,5,12,Yes
56,Travel_Frequently,122,Research & Development,30,1,82,Laboratory Technician,Medical,3,M,3,6,1,4,Single,7,No,16,3,1,20,3,23,4,2,11,No
42,Non-Travel,803,Research & Development,16,4,113,Sales Executive,Life Sciences,3,M,1,2,1,3,Single,4,No,14,2,3,8,2,4,3,12,3,No
53,Travel_Rarely,511,Human Resources,15,5,63,Research Director,Sales,4,F,1,0,2,1,Single,4,No,22,1,2,13,4,22,19,9,12,Yes
19,Travel_Rarely,1051,Sales,47,4,106,Sales Executive,Human Resources,4,M,3,4,3,2,Single,4,No,17,1,2,36,1,11,20,2,0,Yes
29,Travel_Rarely,1303,Sales,36,3,83,Human Resources,Medical,3,F,3,4,1,2,Single,4,No,20,3,1,7,3,39,11,11,17,Yes
40,Non-Travel,641,Human Resources,42,5,37,Manufacturing Director,Other,4,M,1,4,3,3,Single,1,No,22,3,3,35,4,16,4,5,0,No
25,Travel_Frequently,169,Research & Development,26,2,115,Manager,Sales,4,M,3,4,3,3,Single,1,No,12,2,0,24,1,9,12,3,10,No
27,Travel_Frequently,242,Research & Development,1,1,45,Laboratory Technician,Other,4,F,1,5,4,1,Single,7,No,25,4,0,16,1,1,8,4,10,Yes
51,Non-Travel,1417,Research & Development,13,3,56,Manager,Human Resources,4,M,2,4,3,2,Married,0,No,21,1,1,4,1,18,19,15,7,No
43,Travel_Rarely,1497,Sales,38,2,57,Research Scientist,Other,4,F,4,5,2,4,Married,6,No,15,3,0,13,4,36,19,3,13,No
54,Travel_Rarely,1423,Human Resources,38,5,144,Manufacturing Director,Medical,2,M,1,5,3,4,Married,4,No,25,2,3,14,4,5,10,11,1,No
44,Travel_Frequently,405,Human Resources,1,2,142,Research Scientist,Other,3,F,4,3,1,1,Married,4,No,14,1,0,29,3,27,18,6,11,No
28,Travel_Rarely,304,Sales,50,2,112,Research Director,Technical Degree,4,M,4,1,2,3,Married,4,No,19,2,0,30,3,9,0,0,3,No
47,Travel_Frequently,755,Research & Development,6,1,97,Sales Representative,Life Sciences,3,M,4,0,2,3,Married,6,No,12,4,1,28,1,2,6,4,17,No
56,Travel_Frequently,1352,Sales,45,1,36,Laboratory Technician,Life Sciences,3,F,1,6,4,3,Married,4,No,10,2,0,23,2,28,13,6,6,Yes
39,Non-Travel,603,Sales,18,1,85,Sales Representative,Human Resources,1,F,4,1,4,4,Single,1,No,24,1,0,14,2,17,4,13,14,No
42,Travel_Rarely,1071,Sales,20,5,91,Manufacturing Director,Human Resources,2,F,3,5,2,1,Married,8,No,12,4,2,39,4,40,20,0,7,No
53,Non-Travel,1455,Research & Development,41,3,121,Manager,Human Resources,2,F,1,4,4,4,Single,3,No,16,4,1,5,3,7,18,1,10,No
52,Travel_Rarely,575,Human Resources,22,4,94,Manager,Other,4,M,3,6,4,1,Married,7,No,23,1,3,19,2,27,9,1,11,Yes
49,Travel_Frequently,423,Human Resources,37,3,37,Laboratory Technician,Life Sciences,4,F,1,6,3,4,Married,1,No,19,3,1,5,1,19,8,12,16,No
51,Non-Travel,435,Research & Development,42,4,142,Research Scientist,Other,4,M,3,2,3,3,Married,4,No,17,4,2,1,1,23,18,6,16,No
46,Travel_Rarely,283,Research & Development,45,5,68,Sales Executive,Other,1,M,4,6,1,3,Single,3,No,13,4,2,15,2,11,19,14,8,No
57,Travel_Rarely,798,Research & Development,33,4,52,Manager,Human Resources,3,F,3,5,1,4,Married,5,No,14,3,2,1,4,36,19,9,0,No
58,Non-Travel,347,Sales,37,4,139,Sales Executive,Other,2,F,2,3,3,1,Single,5,No,19,1,2,5,2,13,15,4,17,Yes
18,Non-Travel,536,Sales,12,3,33,Human Resources,Other,1,F,2,6,4,2,Single,5,No,13,1,1,13,2,3,19,11,15,No
45,Travel_Rarely,234,Research & Development,31,2,130,Research Scientist,Other,4,F,4,4,4,2,Married,5,No,21,4,1,15,1,11,9,2,15,No
54,Travel_Rarely,370,Sales,24,3,132,Research Director,Other,3,M,2,5,4,2,Married,4,No,22,1,1,20,1,5,11,8,9,No
19,Travel_Frequently,750,Research & Development,17,5,58,Research Director,Other,2,F,1,2,1,3,Single,5,No,23,3,3,15,3,5,10,14,14,No
30,Travel_Frequently,849,Sales,9,2,143,Sales Executive,Technical Degree,3,M,3,3,2,2,Single,5,No,15,2,1,2,1,26,0,13,9,Yes
59,Travel_Rarely,1212,Human Resources,42,3,39,Sales Representative,Life Sciences,4,M,4,0,4,1,Single,1,No,24,1,2,21,2,31,0,7,3,No
48,Travel_Frequently,1238,Sales,29,2,56,Research Scientist,Sales,2,F,3,6,3,3,Single,4,No,25,3,0,17,4,13,16,13,9,No
32,Non-Travel,1313,Research & Development,42,4,37,Laboratory Technician,Human Resources,4,M,4,3,2,1,Single,2,No,12,2,3,17,3,40,11,4,1,Yes
48,Travel_Frequently,939,Human Resources,33,1,36,Human Resources,Sales,1,F,4,6,1,2,Single,4,No,18,1,0,22,4,40,13,6,5,Yes
52,Non-Travel,1194,Research & Development,18,4,38,Laboratory Technician,Life Sciences,2,F,4,2,4,4,Single,8,No,21,4,2,0,3,30,10,6,0,No
46,Travel_Frequently,743,Sales,27,3,122,Research Director,Technical Degree,2,F,4,5,2,3,Single,4,No,24,1,2,22,3,6,3,10,11,Yes
50,Travel_Frequently,792,Research & Development,16,1,52,Sales Representative,Life Sciences,2,M,4,6,2,3,Single,7,No,25,2,1,28,4,8,3,3,14,Yes
23,Non-Travel,861,Human Resources,23,2,123,Research Scientist,Medical,1,F,2,2,4,3,Married,0,No,24,3,1,13,1,36,11,14,11,No
32,Travel_Frequently,157,Research & Development,41,3,74,Manufacturing Director,Life Sciences,2,M,3,0,2,4,Single,8,No,18,2,1,15,1,32,4,15,3,No
46,Non-Travel,380,Sales,8,1,105,Laboratory Technician,Life Sciences,3,M,4,1,3,4,Single,7,No,24,3,1,29,3,7,3,15,3,No
24,Travel_Rarely,819,Sales,35,1,125,Laboratory Technician,Other,4,F,2,0,4,4,Single,2,No,13,3,1,5,4,38,16,2,6,No
41,Travel_Rarely,145,Research & Development,28,4,78,Manager,Sales,3,M,1,0,3,3,Married,6,No,21,4,2,1,2,24,0,14,9,Yes
30,Travel_Frequently,621,Sales,38,3,56,Laboratory Technician,Medical,2,F,2,1,3,3,Single,4,No,15,3,2,2,2,28,18,4,11,No
52,Travel_Rarely,881,Sales,8,4,119,Manufacturing Director,Life Sciences,4,M,1,4,4,3,Married,0,No,16,3,2,14,3,1,0,7,12,No
26,Travel_Rarely,403,Human Resources,31,1,118,Sales Representative,Human Resources,3,F,4,1,4,2,Single,4,No,15,1,0,15,3,4,5,9,2,Yes
19,Non-Travel,333,Sales,28,1,108,Laboratory Technician,Other,2,M,2,4,2,4,Married,7,No,19,3,0,24,2,25,14,6,9,No
50,Travel_Rarely,1269,Human Resources,8,5,94,Research Scientist,Technical Degree,3,M,3,5,3,1,Single,8,No,23,4,3,4,4,17,7,15,5,Yes
39,Non-Travel,346,Sales,14,3,88,Sales Executive,Life Sciences,2,F,3,1,2,1,Married,8,No,23,1,1,21,1,21,20,0,3,No
53,Travel_Rarely,1173,Research & Development,18,3,113,Research Scientist,Human Resources,1,M,2,2,1,2,Married,1,No,23,2,2,36,4,17,12,7,3,Yes
33,Travel_Frequently,1170,Sales,39,3,81,Healthcare Representative,Other,1,M,1,4,4,2,Married,8,No,20,3,1,18,3,39,5,15,1,Yes
36,Travel_Frequently,714,Research & Development,26,2,105,Sales Executive,Human Resources,2,M,3,5,2,4,Married,8,No,13,1,1,13,1,7,18,4,15,No
51,Non-Travel,1312,Human Resources,3,4,56,Manager,Human Resources,1,F,4,4,4,1,Married,7,No,14,3,2,3,1,4,16,0,15,Yes
22,Non-Travel,714,Sales,10,5,89,Research Director,Life Sciences,1,F,2,1,2,4,Married,6,No,24,3,3,24,3,10,1,6,9,No
18,Travel_Rarely,786,Sales,38,4,58,Human Resources,Medical,1,F,3,5,4,3,Married,3,No,18,3,3,3,1,35,17,1,11,No
39,Travel_Rarely,880,Sales,16,1,87,Healthcare Representative,Technical Degree,4,M,3,6,2,1,Single,4,No,14,3,1,16,4,3,5,10,14,No
54,Travel_Frequently,260,Sales,43,3,150,Research Scientist,Human Resources,1,M,4,1,4,4,Married,3,No,17,3,1,32,2,27,15,3,13,No
51,Non-Travel,541,Human Resources,37,5,31,Sales Executive,Medical,4,F,2,1,1,1,Single,6,No,24,1,2,13,2,14,16,9,16,Yes
57,Travel_Rarely,1294,Research & Development,18,5,76,Manufacturing Director,Technical Degree,4,M,1,2,3,3,Married,5,No,10,4,3,12,1,20,10,3,13,No
28,Travel_Rarely,313,Sales,39,5,114,Sales Executive,Human Resources,1,F,3,5,4,1,Single,4,No,18,1,2,11,4,24,8,14,10,Yes
60,Non-Travel,475,Sales,20,2,51,Sales Executive,Life Sciences,1,F,1,5,3,1,Married,8,No,12,3,0,18,2,6,19,1,11,Yes
50,Travel_Frequently,679,Sales,23,4,64,Sales Representative,Human Resources,3,M,1,1,4,4,Single,8,No,20,4,2,32,2,6,9,15,3,No
33,Travel_Rarely,863,Human Resources,16,1,110,Laboratory Technician,Life Sciences,1,M,2,4,3,2,Married,3,No,12,3,1,24,2,4,17,12,12,No
59,Travel_Frequently,422,Research & Development,50,5,119,Manufacturing Director,Human Resources,4,M,4,5,3,3,Single,7,No,21,3,2,38,1,17,12,5,9,No
37,Travel_Frequently,1497,Sales,33,4,112,Sales Executive,Human Resources,1,F,3,3,1,3,Married,8,No,23,1,2,16,1,31,7,0,15,Yes
58,Travel_Frequently,676,Research & Development,46,4,119,Manufacturing Director,Human Resources,1,F,2,1,4,2,Married,3,No,10,1,2,3,2,6,9,0,2,Yes
32,Travel_Rarely,470,Research & Development,15,5,91,Manufacturing Director,Technical Degree,3,M,2,0,1,1,Single,8,No,10,3,3,21,4,21,3,11,1,Yes
52,Non-Travel,862,Sales,10,2,104,Manufacturing Director,Life Sciences,1,M,2,6,3,4,Married,5,No,25,1,1,20,3,12,2,7,5,No
53,Non-Travel,195,Sales,12,4,107,Sales Executive,Medical,3,M,2,5,4,3,Married,7,No,16,2,2,10,3,21,13,2,8,No
26,Non-Travel,421,Research & Development,41,3,149,Research Scientist,Human Resources,2,F,3,2,1,3,Married,8,No,13,3,2,8,4,12,15,7,17,Yes
26,Travel_Frequently,582,Human Resources,43,2,106,Manufacturing Director,Sales,2,F,3,5,4,2,Single,3,No,21,1,1,35,2,34,20,0,3,Yes
53,Non-Travel,880,Research & Development,14,3,142,Sales Executive,Sales,2,M,1,1,1,2,Married,3,No,15,2,2,33,3,18,7,7,2,Yes
30,Non-Travel,1196,Research & Development,22,5,46,Manufacturing Director,Life Sciences,3,F,4,1,2,3,Married,7,No,22,2,3,16,4,31,17,4,17,No
45,Travel_Frequently,165,Sales,21,3,142,Research Director,Technical Degree,1,M,2,1,3,2,Married,7,No,15,1,1,30,1,6,8,2,5,No
54,Travel_Rarely,1355,Sales,15,3,97,Healthcare Representative,Sales,2,M,2,3,3,2,Married,1,No,15,2,1,34,3,37,0,1,4,Yes
59,Travel_Frequently,132,Sales,19,5,48,Sales Executive,Medical,3,M,3,0,2,4,Single,2,No,11,3,2,11,2,33,5,5,16,No
22,Non-Travel,159,Sales,21,4,101,Sales Executive,Other,2,F,1,5,3,1,Single,7,No,23,2,2,17,2,33,12,10,11,No
32,Travel_Frequently,1462,Sales,5,5,32,Manufacturing Director,Other,4,M,2,1,2,1,Single,2,No,25,3,2,39,3,35,10,4,17,No
56,Travel_Frequently,1137,Human Resources,12,5,139,Manufacturing Director,Human Resources,2,F,3,4,1,1,Married,8,No,10,1,3,12,3,16,5,5,13,Yes
48,Travel_Rarely,205,Research & Development,22,5,32,Sales Executive,Other,3,M,1,1,2,2,Married,4,No,20,4,3,22,1,28,12,12,6,No
43,Travel_Rarely,944,Sales,12,4,56,Sales Executive,Technical Degree,3,F,3,0,4,4,Single,0,No,24,1,3,2,1,17,13,11,15,No
45,Travel_Rarely,1281,Human Resources,6,5,32,Research Director,Life Sciences,2,M,3,0,4,2,Single,8,No,14,2,3,22,2,35,17,14,7,Yes
57,Travel_Rarely,284,Research & Development,8,3,103,Sales Executive,Technical Degree,1,F,2,3,2,3,Single,4,No,14,2,2,22,3,9,13,2,0,Yes
50,Non-Travel,824,Sales,17,3,125,Manager,Life Sciences,1,F,3,1,4,1,Married,3,No,19,4,1,11,2,6,5,4,9,No
50,Travel_Rarely,1181,Research & Development,36,4,137,Research Director,Technical Degree,4,F,2,4,3,3,Single,2,No,15,4,2,7,2,17,19,10,13,Yes
34,Non-Travel,1148,Human Resources,28,1,70,Sales Representative,Technical Degree,2,M,3,1,3,4,Single,7,No,10,4,1,6,2,36,10,13,5,No
24,Travel_Frequently,302,Research & Development,38,5,55,Research Director,Human Resources,2,F,2,4,4,4,Single,6,No,13,3,2,5,2,37,3,15,10,No
44,Travel_Rarely,209,Research & Development,18,4,137,Sales Executive,Human Resources,2,M,4,0,2,3,Single,1,No,10,4,3,1,4,2,1,3,4,Yes
27,Travel_Rarely,208,Research & Development,17,2,144,Research Director,Sales,4,F,1,2,2,1,Single,3,No,20,1,1,3,3,23,5,7,0,No
58,Non-Travel,1470,Research & Development,8,1,111,Laboratory Technician,Technical Degree,2,F,2,2,4,1,Single,1,No,21,2,1,10,1,15,17,11,8,Yes
53,Travel_Rarely,363,Research & Development,26,4,135,Sales Executive,Medical,1,M,3,1,2,4,Single,7,No,16,4,3,5,2,12,3,13,8,No
42,Travel_Rarely,316,Human Resources,34,1,52,Laboratory Technician,Other,3,M,1,6,4,4,Married,8,No,13,4,1,40,2,28,3,15,15,No
59,Non-Travel,527,Human Resources,12,1,105,Healthcare Representative,Medical,1,M,1,6,1,3,Married,3,No,25,2,1,38,4,26,2,9,5,No
58,Non-Travel,431,Research & Development,20,1,128,Sales Representative,Sales,1,F,2,6,1,2,Married,5,No,15,3,0,14,2,4,20,8,1,Yes
23,Travel_Frequently,772,Human Resources,29,5,73,Manager,Other,4,M,3,4,3,4,Single,1,No,13,1,2,13,4,27,20,12,5,No
37,Non-Travel,1148,Research & Development,1,4,114,Sales Executive,Other,3,F,1,3,4,3,Married,6,No,15,4,3,32,4,6,5,11,10,No
18,Travel_Rarely,719,Research & Development,16,1,121,Laboratory Technician,Human Resources,1,M,1,3,4,1,Single,3,No,12,1,0,38,3,29,7,0,7,Yes
27,Travel_Frequently,221,Research & Development,45,5,108,Research Director,Technical Degree,4,M,2,1,3,4,Single,0,No,24,3,3,34,2,20,18,12,14,No
54,Travel_Frequently,113,Research & Development,15,2,130,Manufacturing Director,Other,2,F,2,3,2,4,Married,6,No,10,3,1,37,2,31,16,4,3,No
54,Travel_Rarely,672,Human Resources,33,3,148,Manufacturing Director,Human Resources,2,F,4,0,1,2,Single,5,No,13,4,1,9,2,13,14,4,0,No
20,Non-Travel,580,Human Resources,8,3,119,Research Director,Sales,2,F,3,4,3,3,Single,6,No,21,4,2,7,3,17,10,14,4,No
52,Non-Travel,1204,Research & Development,44,1,118,Healthcare Representative,Human Resources,4,F,4,1,3,2,Married,7,No,18,2,1,30,1,1,14,14,16,Yes
32,Non-Travel,526,Sales,10,3,94,Healthcare Representative,Human Resources,1,M,3,4,3,2,Single,3,No,22,1,2,2,2,7,4,0,12,No
44,Non-Travel,637,Human Resources,37,2,70,Research Director,Human Resources,1,M,4,0,4,2,Single,4,No,23,2,0,19,4,26,10,14,3,Yes
41,Travel_Rarely,647,Sales,5,5,38,Human Resources,Sales,2,M,3,6,3,4,Married,8,No,22,1,2,27,4,23,5,11,12,No
57,Non-Travel,271,Human Resources,22,2,88,Human Resources,Other,2,F,2,2,2,2,Married,5,No,22,2,1,38,3,40,19,9,15,Yes
29,Travel_Rarely,1201,Sales,21,1,137,Healthcare Representative,Other,3,F,4,0,1,3,Married,3,No,17,3,0,36,2,33,18,3,17,No
35,Travel_Frequently,842,Sales,13,4,150,Research Scientist,Life Sciences,3,M,3,3,4,2,Married,4,No,13,1,2,39,2,29,14,14,16,Yes
43,Non-Travel,819,Sales,31,1,35,Healthcare Representative,Life Sciences,4,M,2,6,1,3,Married,2,No,25,2,1,6,4,22,8,15,12,No
53,Travel_Rarely,943,Sales,36,1,52,Healthcare Representative,Human Resources,1,M,1,3,1,3,Single,8,No,23,1,1,2,2,39,7,14,16,Yes
35,Non-Travel,608,Sales,30,3,42,Human Resources,Sales,1,F,4,3,2,3,Married,3,No,20,2,1,21,4,25,2,7,12,Yes
21,Non-Travel,395,Human Resources,34,3,54,Healthcare Representative,Life Sciences,1,M,4,1,2,3,Married,7,No,11,2,1,33,4,31,12,13,0,Yes
23,Non-Travel,494,Research & Development,22,5,68,Sales Executive,Technical Degree,2,F,4,2,4,4,Single,6,No,19,4,2,1,4,33,12,14,11,No
55,Non-Travel,175,Sales,36,1,98,Human Resources,Other,1,F,4,1,3,2,Single,5,No,25,2,1,35,2,1,0,8,16,Yes
54,Travel_Frequently,990,Human Resources,33,3,103,Research Scientist,Technical Degree,3,M,2,5,2,4,Married,6,No,13,3,2,23,3,0,18,0,16,No
59,Non-Travel,1257,Research & Development,11,1,114,Laboratory Technician,Other,2,F,4,6,4,2,Single,8,No,13,3,1,26,2,15,12,2,17,Yes
49,Travel_Frequently,887,Human Resources,28,3,144,Sales Executive,Life Sciences,4,F,1,2,4,4,Single,6,No,19,3,1,27,1,29,6,0,8,No
19,Travel_Frequently,1231,Sales,50,3,128,Research Director,Technical Degree,1,M,1,1,4,4,Single,8,No,14,3,1,31,4,27,19,12,16,No
49,Travel_Frequently,1375,Research & Development,25,1,118,Healthcare Representative,Medical,1,F,2,0,4,2,Single,7,No,20,2,1,2,3,5,6,15,4,Yes
30,Travel_Frequently,1343,Human Resources,37,1,118,Laboratory Technician,Life Sciences,3,M,4,2,2,4,Single,4,No,16,3,0,35,3,23,7,0,9,No
22,Travel_Frequently,578,Research & Development,42,2,114,Research Scientist,Human Resources,1,M,4,4,1,4,Single,6,No,16,2,1,31,4,1,16,5,16,No
59,Travel_Rarely,692,Sales,11,5,35,Manufacturing Director,Human Resources,1,M,2,3,2,1,Married,1,No,14,1,3,35,2,4,7,12,4,No
56,Travel_Frequently,223,Human Resources,5,2,101,Research Scientist,Life Sciences,1,M,4,1,2,4,Married,8,No,17,2,0,35,2,13,9,8,15,No
34,Non-Travel,1351,Human Resources,30,5,72,Sales Executive,Medical,3,F,1,6,1,2,Married,1,No,23,1,3,32,4,35,2,8,1,No
54,Non-Travel,583,Human Resources,48,1,149,Laboratory Technician,Medical,2,F,2,1,3,1,Married,5,No,15,2,0,35,4,38,4,12,12,Yes
57,Non-Travel,758,Research & Development,14,4,136,Research Director,Other,3,F,3,3,4,2,Married,3,No,24,4,2,8,1,16,11,15,17,Yes
55,Travel_Frequently,1137,Sales,1,2,81,Manufacturing Director,Life Sciences,2,F,3,3,1,3,Single,8,No,13,4,0,15,1,4,14,4,11,No
56,Travel_Frequently,1167,Research & Development,21,5,46,Manufacturing Director,Other,4,F,1,3,2,1,Married,2,No,16,4,2,38,1,30,9,10,11,No
36,Non-Travel,816,Sales,12,1,139,Human Resources,Technical Degree,1,F,1,6,4,3,Married,3,No,23,2,1,32,1,32,7,7,9,No
18,Travel_Rarely,865,Research & Development,18,5,100,Manufacturing Director,Sales,3,M,3,6,4,1,Married,8,No,20,1,2,3,4,14,5,1,9,No
49,Travel_Rarely,899,Research & Development,29,5,53,Research Scientist,Technical Degree,3,M,4,0,2,2,Single,1,No,18,3,3,22,4,10,16,2,4,Yes
60,Non-Travel,263,Human Resources,9,1,33,Laboratory Technician,Human Resources,3,M,4,0,4,1,Married,5,No,21,2,1,15,4,22,13,13,4,No
55,Non-Travel,1349,Human Resources,40,4,88,Research Director,Sales,2,F,2,3,1,3,Married,4,No,16,3,2,36,3,17,4,2,12,Yes
58,Travel_Rarely,619,Research & Development,13,2,91,Research Director,Life Sciences,2,M,1,6,3,3,Single,5,No,11,4,1,22,3,33,3,0,14,No
26,Non-Travel,622,Sales,24,1,57,Sales Representative,Other,3,F,4,4,4,3,Single,0,No,13,3,0,3,2,31,20,5,1,No
55,Travel_Frequently,443,Human Resources,32,3,149,Manager,Life Sciences,3,F,3,0,1,4,Single,6,No,12,4,1,25,2,16,6,5,2,No
45,Non-Travel,922,Research & Development,33,3,79,Human Resources,Technical Degree,1,M,2,5,1,2,Married,3,No,24,1,2,15,4,33,9,14,8,Yes
48,Travel_Rarely,663,Sales,2,2,141,Research Director,Human Resources,2,F,3,6,1,1,Married,8,No,10,1,1,38,4,14,16,0,16,No
24,Travel_Rarely,1064,Human Resources,20,4,126,Manager,Sales,3,M,4,5,2,2,Single,1,No,15,2,2,24,1,0,13,14,5,Yes
34,Travel_Frequently,297,Human Resources,44,3,37,Laboratory Technician,Medical,3,M,3,0,1,4,Single,6,No,14,3,1,20,3,30,5,3,0,No
54,Non-Travel,1381,Sales,41,2,63,Research Scientist,Human Resources,4,F,2,5,2,3,Single,3,No,12,4,0,7,1,34,9,10,11,Yes
21,Travel_Frequently,606,Research & Development,47,4,125,Manager,Life Sciences,3,F,4,0,3,2,Single,0,No,19,2,3,14,1,34,11,12,11,No
34,Travel_Frequently,1180,Human Resources,35,4,144,Manufacturing Director,Life Sciences,3,M,2,3,4,1,Married,4,No,22,2,3,33,1,4,13,9,5,Yes
21,Non-Travel,701,Research & Development,13,1,82,Sales Representative,Human Resources,2,F,3,4,4,1,Single,5,No,23,1,1,28,1,34,1,6,1,Yes
48,Travel_Frequently,438,Research & Development,2,2,56,Human Resources,Other,3,M,1,1,2,4,Single,7,No,13,4,1,36,2,3,17,14,11,No
35,Non-Travel,480,Human Resources,22,2,113,Sales Executive,Technical Degree,3,M,4,3,2,4,Single,6,No,11,3,0,17,4,29,11,5,5,No
27,Non-Travel,987,Research & Development,41,5,50,Manager,Sales,2,M,2,6,2,4,Single,2,No,16,4,3,1,4,18,8,15,2,No
24,Non-Travel,1404,Sales,19,3,55,Sales Executive,Other,2,M,3,0,4,3,Married,1,No,24,2,1,37,3,33,7,5,4,No
26,Travel_Frequently,707,Sales,49,2,62,Healthcare Representative,Sales,2,M,1,5,2,4,Married,4,No,16,3,1,6,4,36,0,8,12,No
49,Travel_Frequently,981,Human Resources,2,1,39,Sales Representative,Sales,3,F,1,6,3,4,Married,1,No,22,3,1,19,2,24,7,7,10,No
59,Travel_Frequently,677,Human Resources,17,4,116,Research Scientist,Human Resources,1,F,1,4,3,3,Single,3,No,14,3,2,19,3,17,11,7,15,No
18,Non-Travel,436,Sales,24,1,55,Sales Representative,Sales,2,F,2,0,2,1,Married,2,No,15,3,0,0,3,9,3,15,7,Yes
57,Travel_Rarely,487,Human Resources,28,2,59,Research Scientist,Other,1,F,4,5,1,2,Single,8,No,12,2,0,31,3,6,8,8,9,Yes
41,Non-Travel,215,Human Resources,19,5,51,Research Director,Technical Degree,1,F,1,1,4,3,Single,8,No,19,4,3,26,2,33,15,8,6,No
59,Travel_Rarely,622,Research & Development,23,3,43,Sales Representative,Medical,3,M,2,6,4,2,Married,2,No,16,2,1,29,4,21,8,14,5,Yes
39,Non-Travel,1379,Sales,45,1,70,Healthcare Representative,Medical,4,F,4,6,3,3,Married,5,No,11,4,0,4,4,2,10,14,6,Yes
23,Travel_Rarely,1390,Research & Development,32,4,101,Sales Executive,Human Resources,4,M,2,2,3,3,Single,5,No,16,3,2,16,4,4,11,3,6,No
38,Travel_Rarely,718,Research & Development,11,2,61,Manager,Life Sciences,2,F,4,0,1,1,Married,6,No,15,3,1,0,2,21,3,1,9,Yes
35,Non-Travel,750,Human Resources,26,1,79,Sales Representative,Life Sciences,1,M,1,2,1,2,Single,8,No,25,1,0,7,3,23,3,7,6,Yes
18,Travel_Rarely,943,Human Resources,16,4,51,Sales Executive,Human Resources,3,F,4,6,2,2,Married,3,No,23,1,3,25,1,37,2,8,12,Yes
59,Travel_Rarely,1341,Research & Development,33,2,56,Manager,Sales,4,F,4,1,1,1,Single,8,No,24,3,1,5,1,21,12,7,2,No
